Total Nacional;Comunidades y Ciudades Autónomas;Superficie útil de la vivienda;Tamaño del hogar;periodo;Total
Total Nacional;Andalucía;Total;1 persona;2014;710,1
Total Nacional;Andalucía;Total;1 persona;2013;685,8
Total Nacional;Andalucía;Total;2 personas;2020;931,4
Total Nacional;Andalucía;Total;2 personas;2019;922,8
Total Nacional;Andalucía;Total;2 personas;2018;915,0
Total Nacional;Andalucía;Total;2 personas;2017;912,0
Total Nacional;Andalucía;Total;2 personas;2016;911,9
Total Nacional;Andalucía;Total;2 personas;2015;906,8
Total Nacional;Andalucía;Total;2 personas;2014;900,3
Total Nacional;Andalucía;Total;2 personas;2013;886,3
Total Nacional;Andalucía;Total;3 personas;2020;682,3
Total Nacional;Andalucía;Total;3 personas;2019;681,7
Total Nacional;Andalucía;Total;3 personas;2018;682,5
Total Nacional;Andalucía;Total;3 personas;2017;683,3
Total Nacional;Andalucía;Total;3 personas;2016;682,8
Total Nacional;Andalucía;Total;3 personas;2015;680,1
Total Nacional;Andalucía;Total;3 personas;2014;677,6
Total Nacional;Andalucía;Total;3 personas;2013;676,7
Total Nacional;Andalucía;Total;4 personas;2020;646,4
Total Nacional;Andalucía;Total;4 personas;2019;650,8
Total Nacional;Andalucía;Total;4 personas;2018;651,0
Total Nacional;Andalucía;Total;4 personas;2017;654,7
Total Nacional;Andalucía;Total;4 personas;2016;655,6
Total Nacional;Andalucía;Total;4 personas;2015;655,5
Total Nacional;Andalucía;Total;4 personas;2014;656,3
Total Nacional;Andalucía;Total;4 personas;2013;659,7
Total Nacional;Andalucía;Total;5 personas;2020;146,9
Total Nacional;Andalucía;Total;5 personas;2019;149,3
Total Nacional;Andalucía;Total;5 personas;2018;163,0
Total Nacional;Andalucía;Total;5 personas;2017;167,1
Total Nacional;Andalucía;Total;5 personas;2016;165,7
Total Nacional;Andalucía;Total;5 personas;2015;167,5
Total Nacional;Andalucía;Total;5 personas;2014;168,9
Total Nacional;Andalucía;Total;5 personas;2013;170,4
Total Nacional;Andalucía;Total;6 personas;2020;39,3
Total Nacional;Andalucía;Total;6 personas;2019;36,4
Total Nacional;Andalucía;Total;6 personas;2018;31,2
Total Nacional;Andalucía;Total;6 personas;2017;30,7
Total Nacional;Andalucía;Total;6 personas;2016;34,6
Total Nacional;Andalucía;Total;6 personas;2015;36,4
Total Nacional;Andalucía;Total;6 personas;2014;36,3
Total Nacional;Andalucía;Total;6 personas;2013;44,3
Total Nacional;Andalucía;Total;7 personas;2020;15,5
Total Nacional;Andalucía;Total;7 personas;2019;16,7
Total Nacional;Andalucía;Total;7 personas;2018;9,3
Total Nacional;Andalucía;Total;7 personas;2017;8,9
Total Nacional;Andalucía;Total;7 personas;2016;5,7
Total Nacional;Andalucía;Total;7 personas;2015;6,2
Total Nacional;Andalucía;Total;7 personas;2014;10,1
Total Nacional;Andalucía;Total;7 personas;2013;8,1
Total Nacional;Andalucía;Total;8 personas o más;2020;6,2
Total Nacional;Andalucía;Total;8 personas o más;2019;5,1
Total Nacional;Andalucía;Total;8 personas o más;2018;5,1
Total Nacional;Andalucía;Total;8 personas o más;2017;3,2
Total Nacional;Andalucía;Total;8 personas o más;2016;5,5
Total Nacional;Andalucía;Total;8 personas o más;2015;4,9
Total Nacional;Andalucía;Total;8 personas o más;2014;3,9
Total Nacional;Andalucía;Total;8 personas o más;2013;3,6
Total Nacional;Andalucía;Menos de 46 m2;Total;2020;80,3
Total Nacional;Andalucía;Menos de 46 m2;Total;2019;79,6
Total Nacional;Andalucía;Menos de 46 m2;Total;2018;76,7
Total Nacional;Andalucía;Menos de 46 m2;Total;2017;61,4
Total Nacional;Andalucía;Menos de 46 m2;Total;2016;76,5
Total Nacional;Andalucía;Menos de 46 m2;Total;2015;111,4
Total Nacional;Andalucía;Menos de 46 m2;Total;2014;101,1
Total Nacional;Andalucía;Menos de 46 m2;Total;2013;91,2
Total Nacional;Andalucía;Menos de 46 m2;1 persona;2020;45,0
Total Nacional;Andalucía;Menos de 46 m2;1 persona;2019;51,6
Total Nacional;Andalucía;Menos de 46 m2;1 persona;2018;44,1
Total Nacional;Andalucía;Menos de 46 m2;1 persona;2017;32,0
Total Nacional;Andalucía;Menos de 46 m2;1 persona;2016;41,0
Total Nacional;Andalucía;Menos de 46 m2;1 persona;2015;61,7
Total Nacional;Andalucía;Menos de 46 m2;1 persona;2014;62,8
Total Nacional;Andalucía;Menos de 46 m2;1 persona;2013;54,9
Total Nacional;Andalucía;Menos de 46 m2;2 personas;2020;22,2
Total Nacional;Andalucía;Menos de 46 m2;2 personas;2019;16,7
Total Nacional;Andalucía;Menos de 46 m2;2 personas;2018;19,7
Total Nacional;Andalucía;Menos de 46 m2;2 personas;2017;17,2
Total Nacional;Andalucía;Menos de 46 m2;2 personas;2016;17,9
Total Nacional;Andalucía;Menos de 46 m2;2 personas;2015;29,8
Total Nacional;Andalucía;Menos de 46 m2;2 personas;2014;25,1
Total Nacional;Andalucía;Menos de 46 m2;2 personas;2013;19,7
Total Nacional;Andalucía;Menos de 46 m2;3 personas;2020;8,9
Total Nacional;Andalucía;Menos de 46 m2;3 personas;2019;6,2
Total Nacional;Andalucía;Menos de 46 m2;3 personas;2018;4,8
Total Nacional;Andalucía;Menos de 46 m2;3 personas;2017;6,1
Total Nacional;Andalucía;Menos de 46 m2;3 personas;2016;10,7
Total Nacional;Andalucía;Menos de 46 m2;3 personas;2015;10,3
Total Nacional;Andalucía;Menos de 46 m2;3 personas;2014;7,1
Total Nacional;Andalucía;Menos de 46 m2;3 personas;2013;8,6
Total Nacional;Andalucía;Menos de 46 m2;4 personas;2020;3,2
Total Nacional;Andalucía;Menos de 46 m2;4 personas;2019;3,7
Total Nacional;Andalucía;Menos de 46 m2;4 personas;2018;5,9
Total Nacional;Andalucía;Menos de 46 m2;4 personas;2017;4,5
Total Nacional;Andalucía;Menos de 46 m2;4 personas;2016;5,5
Total Nacional;Andalucía;Menos de 46 m2;4 personas;2015;7,7
Total Nacional;Andalucía;Menos de 46 m2;4 personas;2014;4,2
Total Nacional;Andalucía;Menos de 46 m2;4 personas;2013;6,9
Total Nacional;Andalucía;Menos de 46 m2;5 personas;2020;1,1
Total Nacional;Andalucía;Menos de 46 m2;5 personas;2019;1,0
Total Nacional;Andalucía;Menos de 46 m2;5 personas;2018;2,1
Total Nacional;Andalucía;Menos de 46 m2;5 personas;2017;1,3
Total Nacional;Andalucía;Menos de 46 m2;5 personas;2016;0,5
Total Nacional;Andalucía;Menos de 46 m2;5 personas;2015;1,8
Total Nacional;Andalucía;Menos de 46 m2;5 personas;2014;1,5
Total Nacional;Andalucía;Menos de 46 m2;5 personas;2013;0,5
Total Nacional;Andalucía;Menos de 46 m2;6 personas;2020;..
Total Nacional;Andalucía;Menos de 46 m2;6 personas;2019;0,5
Total Nacional;Andalucía;Menos de 46 m2;6 personas;2018;..
Total Nacional;Andalucía;Menos de 46 m2;6 personas;2017;0,4
Total Nacional;Andalucía;Menos de 46 m2;6 personas;2016;0,4
Total Nacional;Andalucía;Menos de 46 m2;6 personas;2015;..
Total Nacional;Andalucía;Menos de 46 m2;6 personas;2014;0,4
Total Nacional;Andalucía;Menos de 46 m2;6 personas;2013;0,5
Total Nacional;Andalucía;Menos de 46 m2;7 personas;2020;..
Total Nacional;Andalucía;Menos de 46 m2;7 personas;2019;..
Total Nacional;Andalucía;Menos de 46 m2;7 personas;2018;..
Total Nacional;Andalucía;Menos de 46 m2;7 personas;2017;..
Total Nacional;Andalucía;Menos de 46 m2;7 personas;2016;0,3
Total Nacional;Andalucía;Menos de 46 m2;7 personas;2015;..
Total Nacional;Andalucía;Menos de 46 m2;7 personas;2014;..
Total Nacional;Andalucía;Menos de 46 m2;7 personas;2013;..
Total Nacional;Andalucía;Menos de 46 m2;8 personas o más;2020;..
Total Nacional;Andalucía;Menos de 46 m2;8 personas o más;2019;..
Total Nacional;Andalucía;Menos de 46 m2;8 personas o más;2018;..
Total Nacional;Andalucía;Menos de 46 m2;8 personas o más;2017;..
Total Nacional;Andalucía;Menos de 46 m2;8 personas o más;2016;..
Total Nacional;Andalucía;Menos de 46 m2;8 personas o más;2015;..
Total Nacional;Andalucía;Menos de 46 m2;8 personas o más;2014;..
Total Nacional;Andalucía;Menos de 46 m2;8 personas o más;2013;..
Total Nacional;Andalucía;Entre 46 y 75 m2;Total;2020;929,3
Total Nacional;Andalucía;Entre 46 y 75 m2;Total;2019;838,2
Total Nacional;Andalucía;Entre 46 y 75 m2;Total;2018;817,5
Total Nacional;Andalucía;Entre 46 y 75 m2;Total;2017;820,8
Total Nacional;Andalucía;Entre 46 y 75 m2;Total;2016;795,9
Total Nacional;Andalucía;Entre 46 y 75 m2;Total;2015;778,3
Total Nacional;Andalucía;Entre 46 y 75 m2;Total;2014;812,9
Total Nacional;Andalucía;Entre 46 y 75 m2;Total;2013;871,6
Total Nacional;Andalucía;Entre 46 y 75 m2;1 persona;2020;293,9
Total Nacional;Andalucía;Entre 46 y 75 m2;1 persona;2019;236,1
Total Nacional;Andalucía;Entre 46 y 75 m2;1 persona;2018;241,5
Total Nacional;Andalucía;Entre 46 y 75 m2;1 persona;2017;243,0
Total Nacional;Andalucía;Entre 46 y 75 m2;1 persona;2016;245,2
Total Nacional;Andalucía;Entre 46 y 75 m2;1 persona;2015;246,2
Total Nacional;Andalucía;Entre 46 y 75 m2;1 persona;2014;248,7
Total Nacional;Andalucía;Entre 46 y 75 m2;1 persona;2013;248,4
Total Nacional;Andalucía;Entre 46 y 75 m2;2 personas;2020;268,7
Total Nacional;Andalucía;Entre 46 y 75 m2;2 personas;2019;247,9
Total Nacional;Andalucía;Entre 46 y 75 m2;2 personas;2018;245,0
Total Nacional;Andalucía;Entre 46 y 75 m2;2 personas;2017;231,5
Total Nacional;Andalucía;Entre 46 y 75 m2;2 personas;2016;237,4
Total Nacional;Andalucía;Entre 46 y 75 m2;2 personas;2015;231,7
Total Nacional;Andalucía;Entre 46 y 75 m2;2 personas;2014;238,0
Total Nacional;Andalucía;Entre 46 y 75 m2;2 personas;2013;253,5
Total Nacional;Andalucía;Entre 46 y 75 m2;3 personas;2020;174,2
Total Nacional;Andalucía;Entre 46 y 75 m2;3 personas;2019;177,6
Total Nacional;Andalucía;Entre 46 y 75 m2;3 personas;2018;155,3
Total Nacional;Andalucía;Entre 46 y 75 m2;3 personas;2017;173,5
Total Nacional;Andalucía;Entre 46 y 75 m2;3 personas;2016;160,6
Total Nacional;Andalucía;Entre 46 y 75 m2;3 personas;2015;151,4
Total Nacional;Andalucía;Entre 46 y 75 m2;3 personas;2014;166,3
Total Nacional;Andalucía;Entre 46 y 75 m2;3 personas;2013;167,2
Total Nacional;Andalucía;Entre 46 y 75 m2;4 personas;2020;149,5
Total Nacional;Andalucía;Entre 46 y 75 m2;4 personas;2019;133,8
Total Nacional;Andalucía;Entre 46 y 75 m2;4 personas;2018;132,4
Total Nacional;Andalucía;Entre 46 y 75 m2;4 personas;2017;125,7
Total Nacional;Andalucía;Entre 46 y 75 m2;4 personas;2016;120,0
Total Nacional;Andalucía;Entre 46 y 75 m2;4 personas;2015;112,9
Total Nacional;Andalucía;Entre 46 y 75 m2;4 personas;2014;120,5
Total Nacional;Andalucía;Entre 46 y 75 m2;4 personas;2013;149,8
Total Nacional;Andalucía;Entre 46 y 75 m2;5 personas;2020;35,1
Total Nacional;Andalucía;Entre 46 y 75 m2;5 personas;2019;29,0
Total Nacional;Andalucía;Entre 46 y 75 m2;5 personas;2018;33,3
Total Nacional;Andalucía;Entre 46 y 75 m2;5 personas;2017;35,9
Total Nacional;Andalucía;Entre 46 y 75 m2;5 personas;2016;25,4
Total Nacional;Andalucía;Entre 46 y 75 m2;5 personas;2015;24,9
Total Nacional;Andalucía;Entre 46 y 75 m2;5 personas;2014;31,8
Total Nacional;Andalucía;Entre 46 y 75 m2;5 personas;2013;34,9
Total Nacional;Andalucía;Entre 46 y 75 m2;6 personas;2020;4,5
Total Nacional;Andalucía;Entre 46 y 75 m2;6 personas;2019;10,3
Total Nacional;Andalucía;Entre 46 y 75 m2;6 personas;2018;9,0
Total Nacional;Andalucía;Entre 46 y 75 m2;6 personas;2017;8,1
Total Nacional;Andalucía;Entre 46 y 75 m2;6 personas;2016;5,3
Total Nacional;Andalucía;Entre 46 y 75 m2;6 personas;2015;8,9
Total Nacional;Andalucía;Entre 46 y 75 m2;6 personas;2014;6,0
Total Nacional;Andalucía;Entre 46 y 75 m2;6 personas;2013;14,4
Total Nacional;Andalucía;Entre 46 y 75 m2;7 personas;2020;3,4
Total Nacional;Andalucía;Entre 46 y 75 m2;7 personas;2019;2,7
Total Nacional;Andalucía;Entre 46 y 75 m2;7 personas;2018;1,0
Total Nacional;Andalucía;Entre 46 y 75 m2;7 personas;2017;2,1
Total Nacional;Andalucía;Entre 46 y 75 m2;7 personas;2016;1,8
Total Nacional;Andalucía;Entre 46 y 75 m2;7 personas;2015;1,7
Total Nacional;Andalucía;Entre 46 y 75 m2;7 personas;2014;1,2
Total Nacional;Andalucía;Entre 46 y 75 m2;7 personas;2013;2,4
Total Nacional;Andalucía;Entre 46 y 75 m2;8 personas o más;2020;..
Total Nacional;Andalucía;Entre 46 y 75 m2;8 personas o más;2019;0,8
Total Nacional;Andalucía;Entre 46 y 75 m2;8 personas o más;2018;0,2
Total Nacional;Andalucía;Entre 46 y 75 m2;8 personas o más;2017;0,8
Total Nacional;Andalucía;Entre 46 y 75 m2;8 personas o más;2016;0,3
Total Nacional;Andalucía;Entre 46 y 75 m2;8 personas o más;2015;0,6
Total Nacional;Andalucía;Entre 46 y 75 m2;8 personas o más;2014;0,3
Total Nacional;Andalucía;Entre 46 y 75 m2;8 personas o más;2013;1,0
Total Nacional;Andalucía;Entre 76 y 105 m2;Total;2020;1.247,1
Total Nacional;Andalucía;Entre 76 y 105 m2;Total;2019;1.327,4
Total Nacional;Andalucía;Entre 76 y 105 m2;Total;2018;1.349,0
Total Nacional;Andalucía;Entre 76 y 105 m2;Total;2017;1.380,5
Total Nacional;Andalucía;Entre 76 y 105 m2;Total;2016;1.337,3
Total Nacional;Andalucía;Entre 76 y 105 m2;Total;2015;1.315,9
Total Nacional;Andalucía;Entre 76 y 105 m2;Total;2014;1.244,2
Total Nacional;Andalucía;Entre 76 y 105 m2;Total;2013;1.239,2
Total Nacional;Andalucía;Entre 76 y 105 m2;1 persona;2020;273,1
Total Nacional;Andalucía;Entre 76 y 105 m2;1 persona;2019;307,0
Total Nacional;Andalucía;Entre 76 y 105 m2;1 persona;2018;308,8
Total Nacional;Andalucía;Entre 76 y 105 m2;1 persona;2017;297,4
Total Nacional;Andalucía;Entre 76 y 105 m2;1 persona;2016;284,4
Total Nacional;Andalucía;Entre 76 y 105 m2;1 persona;2015;264,5
Total Nacional;Andalucía;Entre 76 y 105 m2;1 persona;2014;257,6
Total Nacional;Andalucía;Entre 76 y 105 m2;1 persona;2013;248,8
Total Nacional;Andalucía;Entre 76 y 105 m2;2 personas;2020;356,5
Total Nacional;Andalucía;Entre 76 y 105 m2;2 personas;2019;374,6
Total Nacional;Andalucía;Entre 76 y 105 m2;2 personas;2018;370,8
Total Nacional;Andalucía;Entre 76 y 105 m2;2 personas;2017;391,2
Total Nacional;Andalucía;Entre 76 y 105 m2;2 personas;2016;370,2
Total Nacional;Andalucía;Entre 76 y 105 m2;2 personas;2015;386,9
Total Nacional;Andalucía;Entre 76 y 105 m2;2 personas;2014;337,1
Total Nacional;Andalucía;Entre 76 y 105 m2;2 personas;2013;355,8
Total Nacional;Andalucía;Entre 76 y 105 m2;3 personas;2020;269,8
Total Nacional;Andalucía;Entre 76 y 105 m2;3 personas;2019;290,0
Total Nacional;Andalucía;Entre 76 y 105 m2;3 personas;2018;303,9
Total Nacional;Andalucía;Entre 76 y 105 m2;3 personas;2017;305,9
Total Nacional;Andalucía;Entre 76 y 105 m2;3 personas;2016;291,6
Total Nacional;Andalucía;Entre 76 y 105 m2;3 personas;2015;300,1
Total Nacional;Andalucía;Entre 76 y 105 m2;3 personas;2014;290,7
Total Nacional;Andalucía;Entre 76 y 105 m2;3 personas;2013;278,0
Total Nacional;Andalucía;Entre 76 y 105 m2;4 personas;2020;265,2
Total Nacional;Andalucía;Entre 76 y 105 m2;4 personas;2019;271,4
Total Nacional;Andalucía;Entre 76 y 105 m2;4 personas;2018;280,2
Total Nacional;Andalucía;Entre 76 y 105 m2;4 personas;2017;302,8
Total Nacional;Andalucía;Entre 76 y 105 m2;4 personas;2016;308,6
Total Nacional;Andalucía;Entre 76 y 105 m2;4 personas;2015;278,4
Total Nacional;Andalucía;Entre 76 y 105 m2;4 personas;2014;279,2
Total Nacional;Andalucía;Entre 76 y 105 m2;4 personas;2013;276,5
Total Nacional;Andalucía;Entre 76 y 105 m2;5 personas;2020;59,1
Total Nacional;Andalucía;Entre 76 y 105 m2;5 personas;2019;61,5
Total Nacional;Andalucía;Entre 76 y 105 m2;5 personas;2018;65,0
Total Nacional;Andalucía;Entre 76 y 105 m2;5 personas;2017;70,0
Total Nacional;Andalucía;Entre 76 y 105 m2;5 personas;2016;66,5
Total Nacional;Andalucía;Entre 76 y 105 m2;5 personas;2015;68,1
Total Nacional;Andalucía;Entre 76 y 105 m2;5 personas;2014;64,2
Total Nacional;Andalucía;Entre 76 y 105 m2;5 personas;2013;67,0
Total Nacional;Andalucía;Entre 76 y 105 m2;6 personas;2020;17,6
Total Nacional;Andalucía;Entre 76 y 105 m2;6 personas;2019;14,3
Total Nacional;Andalucía;Entre 76 y 105 m2;6 personas;2018;12,3
Total Nacional;Andalucía;Entre 76 y 105 m2;6 personas;2017;9,8
Total Nacional;Andalucía;Entre 76 y 105 m2;6 personas;2016;12,8
Total Nacional;Andalucía;Entre 76 y 105 m2;6 personas;2015;14,1
Total Nacional;Andalucía;Entre 76 y 105 m2;6 personas;2014;9,3
Total Nacional;Andalucía;Entre 76 y 105 m2;6 personas;2013;9,4
Total Nacional;Andalucía;Entre 76 y 105 m2;7 personas;2020;2,7
Total Nacional;Andalucía;Entre 76 y 105 m2;7 personas;2019;6,9
Total Nacional;Andalucía;Entre 76 y 105 m2;7 personas;2018;6,3
Total Nacional;Andalucía;Entre 76 y 105 m2;7 personas;2017;2,2
Total Nacional;Andalucía;Entre 76 y 105 m2;7 personas;2016;1,7
Total Nacional;Andalucía;Entre 76 y 105 m2;7 personas;2015;2,0
Total Nacional;Andalucía;Entre 76 y 105 m2;7 personas;2014;4,9
Total Nacional;Andalucía;Entre 76 y 105 m2;7 personas;2013;2,7
Total Nacional;Andalucía;Entre 76 y 105 m2;8 personas o más;2020;3,2
Total Nacional;Andalucía;Entre 76 y 105 m2;8 personas o más;2019;1,6
Total Nacional;Andalucía;Entre 76 y 105 m2;8 personas o más;2018;1,7
Total Nacional;Andalucía;Entre 76 y 105 m2;8 personas o más;2017;1,3
Total Nacional;Andalucía;Entre 76 y 105 m2;8 personas o más;2016;1,5
Total Nacional;Andalucía;Entre 76 y 105 m2;8 personas o más;2015;1,7
Total Nacional;Andalucía;Entre 76 y 105 m2;8 personas o más;2014;1,1
Total Nacional;Andalucía;Entre 76 y 105 m2;8 personas o más;2013;1,0
Total Nacional;Andalucía;Entre 106 y 150 m2;Total;2020;660,9
Total Nacional;Andalucía;Entre 106 y 150 m2;Total;2019;649,3
Total Nacional;Andalucía;Entre 106 y 150 m2;Total;2018;669,9
Total Nacional;Andalucía;Entre 106 y 150 m2;Total;2017;633,3
Total Nacional;Andalucía;Entre 106 y 150 m2;Total;2016;638,9
Total Nacional;Andalucía;Entre 106 y 150 m2;Total;2015;616,7
Total Nacional;Andalucía;Entre 106 y 150 m2;Total;2014;645,6
Total Nacional;Andalucía;Entre 106 y 150 m2;Total;2013;617,6
Total Nacional;Andalucía;Entre 106 y 150 m2;1 persona;2020;114,3
Total Nacional;Andalucía;Entre 106 y 150 m2;1 persona;2019;119,0
Total Nacional;Andalucía;Entre 106 y 150 m2;1 persona;2018;111,8
Total Nacional;Andalucía;Entre 106 y 150 m2;1 persona;2017;122,8
Total Nacional;Andalucía;Entre 106 y 150 m2;1 persona;2016;112,4
Total Nacional;Andalucía;Entre 106 y 150 m2;1 persona;2015;105,7
Total Nacional;Andalucía;Entre 106 y 150 m2;1 persona;2014;90,8
Total Nacional;Andalucía;Entre 106 y 150 m2;1 persona;2013;90,1
Total Nacional;Andalucía;Entre 106 y 150 m2;2 personas;2020;184,4
Total Nacional;Andalucía;Entre 106 y 150 m2;2 personas;2019;193,8
Total Nacional;Andalucía;Entre 106 y 150 m2;2 personas;2018;193,9
Total Nacional;Andalucía;Entre 106 y 150 m2;2 personas;2017;176,8
Total Nacional;Andalucía;Entre 106 y 150 m2;2 personas;2016;177,3
Total Nacional;Andalucía;Entre 106 y 150 m2;2 personas;2015;156,2
Total Nacional;Andalucía;Entre 106 y 150 m2;2 personas;2014;196,8
Total Nacional;Andalucía;Entre 106 y 150 m2;2 personas;2013;164,0
Total Nacional;Andalucía;Entre 106 y 150 m2;3 personas;2020;162,6
Total Nacional;Andalucía;Entre 106 y 150 m2;3 personas;2019;134,6
Total Nacional;Andalucía;Entre 106 y 150 m2;3 personas;2018;158,8
Total Nacional;Andalucía;Entre 106 y 150 m2;3 personas;2017;135,4
Total Nacional;Andalucía;Entre 106 y 150 m2;3 personas;2016;148,8
Total Nacional;Andalucía;Entre 106 y 150 m2;3 personas;2015;142,5
Total Nacional;Andalucía;Entre 106 y 150 m2;3 personas;2014;131,5
Total Nacional;Andalucía;Entre 106 y 150 m2;3 personas;2013;153,6
Total Nacional;Andalucía;Entre 106 y 150 m2;4 personas;2020;148,2
Total Nacional;Andalucía;Entre 106 y 150 m2;4 personas;2019;157,0
Total Nacional;Andalucía;Entre 106 y 150 m2;4 personas;2018;157,9
Total Nacional;Andalucía;Entre 106 y 150 m2;4 personas;2017;149,6
Total Nacional;Andalucía;Entre 106 y 150 m2;4 personas;2016;142,5
Total Nacional;Andalucía;Entre 106 y 150 m2;4 personas;2015;161,4
Total Nacional;Andalucía;Entre 106 y 150 m2;4 personas;2014;168,1
Total Nacional;Andalucía;Entre 106 y 150 m2;4 personas;2013;153,2
Total Nacional;Andalucía;Entre 106 y 150 m2;5 personas;2020;33,5
Total Nacional;Andalucía;Entre 106 y 150 m2;5 personas;2019;32,4
Total Nacional;Andalucía;Entre 106 y 150 m2;5 personas;2018;38,2
Total Nacional;Andalucía;Entre 106 y 150 m2;5 personas;2017;37,8
Total Nacional;Andalucía;Entre 106 y 150 m2;5 personas;2016;45,7
Total Nacional;Andalucía;Entre 106 y 150 m2;5 personas;2015;41,7
Total Nacional;Andalucía;Entre 106 y 150 m2;5 personas;2014;40,3
Total Nacional;Andalucía;Entre 106 y 150 m2;5 personas;2013;44,8
Total Nacional;Andalucía;Entre 106 y 150 m2;6 personas;2020;9,0
Total Nacional;Andalucía;Entre 106 y 150 m2;6 personas;2019;6,5
Total Nacional;Andalucía;Entre 106 y 150 m2;6 personas;2018;6,3
Total Nacional;Andalucía;Entre 106 y 150 m2;6 personas;2017;7,4
Total Nacional;Andalucía;Entre 106 y 150 m2;6 personas;2016;7,7
Total Nacional;Andalucía;Entre 106 y 150 m2;6 personas;2015;7,5
